,text,label,Translated Text
2347,namiss ko magovernight (???),non-suicide,I missed spending the night (???)
2348,"Sige patay sindi nanaman ilaw , tas gulatan na lang sa bill ",non-suicide,"All right, the lights are off, just be surprised at the bill"
2349,"napaisip ako , pag nag graduate pala ako next year , ang caption ko (salamat PRMSU sa 10 years) hahahaha !!",non-suicide,"It made me think, when I graduate next year, my caption will be (thank you PRMSU for 10 years) hahahaha!!"
2350,Naiiyak ako ! Mix Emotions,non-suicide,I cried! Mix Emotions
2351,"dumalaw ka nanaman tay sa panaghinip ko , I love you always tay. Miss na kita",non-suicide,"You always come to visit me when I miss you, I love you always, brother. miss you"
2352,kabado bente mag open ng message sa gc namin ng research hahaha,non-suicide,Can't wait to open a message with our GC for research hahaha
2353,dami ko pa naman iheart at ihaha,non-suicide,I still have a lot to heart and laugh about
2354,1 down 6 more to go ,non-suicide,1 down 6 more to go
2355,Kaya kapag may nag 18th sa inyong family di nyo Ako mainvitee guys hahahahaha,non-suicide,"So when someone in your family has an 18th birthday, I'm not the main invitee guys hahahahaha"
2356,Dami tanong ni papa kapag umaalis ako sa Bahay ng gabiii ,non-suicide,Dad asks a lot when I leave the house at night
2357,Naki 18th birthday lang naman,non-suicide,It's only my 18th birthday
2358,Ganto Pala feeling mag review ulit hahahaha chariz,non-suicide,That's how it feels to review again hahahaha chariz
2359,not enough time to solve na nga tas need pa naka scan and pdf ng answer !! written yang answerr tas di man lang consider na may kasunod syang subject !!,non-suicide,"not enough time to solve it, the answer needs to be scanned and pdfed!! the answerr was written without even considering that it has a following subject!!"
2360,parang gusto ko magtweet kaso baka makita nya,non-suicide,I think I want to tweet in case he sees it
2361,ang soliid kagabii,non-suicide,the solid last night
2362,pinayagan ako magoverniiight ,non-suicide,I was allowed to governiiight
2363,parang ang saya mamaya,non-suicide,like the fun later
2364,umagang nagiisip kung papayagan ba mamaya or hindi HAHAHAH,non-suicide,in the morning wondering if it will be allowed later or not HAHAHAH
2365,sana payagan bukas,non-suicide,I hope it will be allowed tomorrow
2366,thank you sa VM na kumakanta,non-suicide,thank you to VM who sings
2367,sarap pakinggan ng vm,non-suicide,nice to hear vm
2368,playing cards ng gantong oras is reaaal HAHAHA,non-suicide,playing cards of the old time is reaaal HAHAHA
2369,oo di ko alam kung gusto ni 3sha HAHAHAHA,non-suicide,"yes, I don't know if 3sha likes it HAHAHAHA"
2370,please lang wag ka na magchat !,non-suicide,please don't chat anymore!
2371,Sana matapos na tong reporting namin sheeesh,non-suicide,I hope we finish reporting sheeesh
2372,akward pala kahapon sa airport hahahaha,non-suicide,It was ok yesterday at the airport hahahaha
2373,Bye PH,non-suicide,Bye PH
2374,first time umuwi gantong oras galing maligo dagat hahahah,non-suicide,first time coming home this time from swimming in the sea hahahah
2375,NAG ONLINE CLASS WHILE NAGBABIKE SA BURNHAM PARK ,non-suicide,TOOK AN ONLINE CLASS WHILE BIKING IN BURNHAM PARK
2376,ilang days na lang June na at may magiging twist na mangyayari,non-suicide,June is just a few days away and a twist will happen
2377,1 am na may nag gigitara pa din sa kapitbahay,non-suicide,1 am with someone still playing the guitar in the neighbor's house
2378,may plot twist na magaganap,non-suicide,a plot twist will occur
2379,ayaw ko ng matapos tong saya na to,non-suicide,I don't want this fun to end
2380,GUSTO KO GANTO NA LANG AKO KASAYA PALAGI,non-suicide,I WANT TO BE HAPPY ALWAYS
2381,BEST DAY WITH MY COUSINS GRABEE!! KET EPIC FAIL PALAGI SA KAINAN,non-suicide,BEST DAY WITH MY COUSINS GRABEE!! AND AN EPIC FAIL AGAIN
2382,"pasmado problems, kusang nagsend pictuuuure",non-suicide,"pasmado problems, voluntarily sent a pictuuuure"
2383,sakit ng opera ko,non-suicide,my opera is sick
2384,bwiset na tyan to :< napamahal na sa cr namin,non-suicide,bwiset na tyan :< loved by our cr
2385,GG NANALO AKO SA LIVE NG WALA AKONG KAALAM ALAM HAHAHAA,non-suicide,GG I WON LIVE WITHOUT MY KNOWLEDGE HAHAHAA
2386,sana macclaim ko pa,non-suicide,I wish I could claim more
2387,ANG SARAP NG MATCHA SUNDAE NG MCDOOO ,non-suicide,MCDOOO'S MATCHA SUNDAE IS DELICIOUS
2388,Di ko na napatapos ang mga kdrama na pinapanuod ko,non-suicide,I haven't finished the kdramas I've been watching
2389,sana yun ang intensyon HAHAHAHA ,non-suicide,I hope that's the intention HAHAHAHA
2390,gusto ko na hindi hahahaha,non-suicide,I want to not hahahaha
2391,sasama ba akong volleyball ?,non-suicide,will i go volleyball?
2392,ilang years na din di ako naglalaro hahahaha,non-suicide,I haven't played in a few years hahahaha
2393,miss ko na si tatay,non-suicide,I miss my father
2394,Hahahaa LT ka naman po hahahaha,non-suicide,Hahahaa you're LT hahahaha
2395,ang saya saya naman nila kasama,non-suicide,they are fun to be with
2396,Kaliit na bagay hahahaha,non-suicide,It's a small thing hahahaha
2397,HAHAHAHAA TRAITOR,non-suicide,HAHAHAHAA TRAITOR
2398,sana manalo later hahahh,non-suicide,I hope to win later hahah
2399,mas tumataas expectation,non-suicide,expectations rise more
2400,mas lalong di papayagan hahahaha,non-suicide,it will not be allowed anymore hahahaha
2401,exam na pala hahahah,non-suicide,It's the exam hahaha
2402,anuna globe ?,non-suicide,what is the globe?
2403,buti blurred hahahaha,non-suicide,well blurred hahahaha
2404,"isang project na lang bhie , sana matapos ko na",non-suicide,"just one more project bhie , I hope I can finish it"
2405,my summer pala kami,non-suicide,my summer pala kami
2406,bat pa ako magpapatugtug sa cellphone kung libre naman kanta galing videoke ng kaptibahay hahahaa kabialan pa nga,non-suicide,I'm still going to play music on my cell phone if it's a free song from a neighbor's video hahaha even in the middle of nowhere
2407,excited for this week,non-suicide,excited for this week
2408,makakalabas na din ako yey,non-suicide,"I can go out too, hey"
2409,sana magwork etong cp,non-suicide,I hope this cp will work
2410,ayaw ko masunugan ng palda at mapalayas ulit,non-suicide,I don't want to burn my skirt and get kicked out again
2411,HAHAHAHA BAKA IPAGKALAT DIN NA MALANDI AKO,non-suicide,HAHAHAHA MAYBE ALSO SPREAD THAT I'M Flirty
2412,ngayon lang ito,non-suicide,it's just now
2413,yung soundtrip kapitbahay hahaha nakikisound trip na din,non-suicide,the soundtrip neighbor hahaha is having a sound trip too
2414,"sa lahat talaga ng ayoko , ay yung activity na may materials na ginagamit .",non-suicide,"Of all the things I really don't like, is the activity that has materials that are used."
2415,wala makunan ng sagot,non-suicide,got no answer
2416,"KAKANUOD KO NG CARTOONS KAGABI , NANAGHINIP AKO NG ALIEN . HAAAYS",non-suicide,"I WATCHED CARTOONS LAST NIGHT, I DREAMED OF ALIENS. HAAAAY"
2417,I dont see nobody but u,non-suicide,I dont see nobody but u
2418,malapit na december.,non-suicide,it's almost december.
2419,kakaadik yung evap.,non-suicide,the evap is addictive.
2420,yung iba nagkaklase na eto kami di pa enrolled hahhahaha,non-suicide,"the others are already in class, we are not enrolled yet hahahaha"
2421,may klase na yung iba kami inaantay pa din approval ,non-suicide,We have another class that is still waiting for approval
2422,drunk memories with friends are the best.,non-suicide,drunk memories with friends are the best.
2423,I dont see nobody but u,non-suicide,I dont see nobody but u
2424,malapit na december.,non-suicide,it's almost december.
2425,Malapit na maging tambay,non-suicide,It's about to hang out
2426,Malapit na din matapos thesis,non-suicide,The thesis is almost finished
2427,I want to be with you forever mwa,non-suicide,I want to be with you forever mwa
2428,Tambay with friends,non-suicide,Tambay with friends
2429,Need papaitan para sa hang over,non-suicide,Need bitter for the hang over
2430,Kape kahit mainit,non-suicide,Coffee even hot
2431,Ano kaya lasa na ng alak,non-suicide,What does the wine taste like?
2432,Ubos na pera sa new parts ng motor,non-suicide,Waste of money on new motor parts
2433,Masakit buong katawan ngayun,non-suicide,The whole body hurts now
2434,Ano kaya ulam bukas?,non-suicide,What will be the dish tomorrow?
2435,Ano kaya feeling ng 8hrs na tulog,non-suicide,What does it feel like to sleep for 8 hours?
2436,Tara mag omad,non-suicide,Tara mag omad
2437,Nakakamiss mag gym,non-suicide,I miss going to the gym
2438,Nature trip,non-suicide,Nature trip
2439,Bakit ngayun pa nawalan pera,non-suicide,Why are you still losing money?
2440,Sarap mag samg ngayun,non-suicide,It's good to have a drink like that
2441,Tara mag Baguio,non-suicide,Let's go to Baguio
2442,Travel with you this year,non-suicide,Travel with you this year
2443,Ice coffee date,non-suicide,Ice coffee date
2444,Sakit ng paa ko haysss,non-suicide,My foot hurts haysss
2445,Tulog na ang thesis,non-suicide,The thesis is asleep
2446,Last exam bukas,non-suicide,Last exam tomorrow
2447,Ang ganda ng event sa prmsu,non-suicide,The event at prmsu was great
2448,Ramen date with my bebe love,non-suicide,Ramen date with my bebe love
2449,Lasing nanaman bukas HAAHAHAHA,non-suicide,Drunk again tomorrow HAAHAHAHAHA
2450,Sarap mag kape kahit mainit,non-suicide,It's good to have coffee even when it's hot
2451,Ang pogi ng mga tropa ko,non-suicide,The pogi of my troops
2452,Need ng lambing mo,non-suicide,Need your tenderness
2453,Katamad na papasok,non-suicide,Too lazy to come in
2454,Ang mahal na mag grocery,non-suicide,It's expensive to go grocery shopping
2455,Tara dagat unwind,non-suicide,Let's unwind the sea
2456,Katamad mag laba ng damit,non-suicide,Too lazy to wash clothes
2457,Wala na damit masuot,non-suicide,No clothes to wear
2458,Sarap makipag away ngayun tssk,non-suicide,It's good to fight now tssk
2459,Masama pakiramdam sa damj ng problema,non-suicide,Feeling bad about the problem
2460,May sipon at ubo nanaman,non-suicide,I have a cold and a cough
2461,Prmsu baka naman ipa aircon mo na lahat,non-suicide,"Prmsu, maybe you should have everything air conditioned"
2462,Wala na bago sa itc galaan,non-suicide,There is nothing new in itc galan
2463,Makikibirthday nanaman sa may lechon,non-suicide,Have a birthday party with lechon
2464,Gusto ko na ulit mag bike,non-suicide,I want to ride a bike again
2465,Gusto ko maging spiderman sa gabi,non-suicide,I want to be spiderman at night
2466,Katamad mag ayos graduating papers,non-suicide,Lazy to fix graduating papers
2467,Anlaki talo sa 1xbet,non-suicide,Big loss in 1xbet
2468,Panalo sana denver,non-suicide,I hope denver wins
2469,Paldo sa scatter,non-suicide,Paldo sa scatter
2470,Miss ko na si jimboy hindi naumuuwi,non-suicide,I miss Jimboy not coming home
2471,Sakit ng tyan ko sa school,non-suicide,I had a stomach ache at school
2472,Rip sa aso ng tropa ko :(,non-suicide,Rip to my troop dog :(
2473,Tagal umulan,non-suicide,It rained for a while
2474,Nasira pa gulong ng motor,non-suicide,The motor tire is still damaged
2475,Lf bagong aso,non-suicide,Lf new dog
2476,Nahihiya ako sumayaw kanina hindi ko na kaya,non-suicide,"I was ashamed to dance earlier, I can't anymore"
2477,Unwind sa paudpod,non-suicide,Unwind at the bottom
2478,Para sa thesis gagawin lahat hayss,non-suicide,"For the thesis, I will do everything hayss"
2479,I want to spend more time with you,non-suicide,I want to spend more time with you
2480,Hirap maging workin student ayaw ko na hays,non-suicide,"It's hard to be a workin' student, I don't want it anymore"
2481,Na ban pa messenger account tsk,non-suicide,No messenger account yet tsk
2482,Driver for today HAHAHA,non-suicide,Driver for today HAHAHA
2483,HAHAHAHAHAHA birthday ko bukas,non-suicide,HAHAHAHAHAHA my birthday is tomorrow
2484,Tara olongapo mag ramen,non-suicide,Let's go olongapo for ramen
2485,Night walk sa dagat,non-suicide,Night walk on the sea
2486,I want to be with you right now,non-suicide,I want to be with you right now
2487,Feeling tired,non-suicide,Feeling tired
2488,Finally the exam is over,non-suicide,Finally the exam is over
2489,rWala na pang gas sa motor,non-suicide,There is no more gas in the motor
2490,Breakfast ko ngayun hotdog namalungkot,non-suicide,"I had a hot dog for breakfast today, I was sad"
2491,Miss ko na siya,non-suicide,I miss him
2492,Hangover malala,non-suicide,Hangover malala
2493,Sarap mag renta hotel ngayun mainit,non-suicide,It's nice to rent a hotel when it's hot
2494,I Need some Space,non-suicide,I Need some Space
2495,Losestreak sa ml malas,non-suicide,Losestreak in ml bad luck
2496,Sarap pala ng redbull,non-suicide,Redbull is delicious
2497,Chestday nananamn masaya to,non-suicide,Chestday is so happy
2498,Ano kaya feeling ng may pump sa gym ulit,non-suicide,How does it feel to have a pump in the gym again?
2499,Pogi ko ngayun araw,non-suicide,I'm happy today
2500,Hirap mawalan ng pera,non-suicide,It's hard to lose money
2501,Graduating na din,non-suicide,Graduating too
2502,Paubos na vape,non-suicide,Vape down
2503,Cinema date with you,non-suicide,Cinema date with you
2504,Lowbat na cp ko need charger,non-suicide,Lowbat my cp needs charger
2505,Init sa school,non-suicide,It's hot at school
2506,Lf sponsor Ice cream,non-suicide,Lf sponsor Ice cream
2507,Sarap mag ramen kahit mainit,non-suicide,Ramen is delicious even when it's hot
2508,Grabe yung event ng botolan,non-suicide,The bottle event is terrible
2509,Grabe solid pares sa botolan,non-suicide,Very solid pair in the bottle
2510,Pares with friends nanaman,non-suicide,Couple with friends
2511,Ang sama pakiramdam ko,non-suicide,I feel bad
2512,Ang ganda ni bebe ko,non-suicide,My baby is beautiful
2513,Injury kamay ko,non-suicide,I injured my hand
2514,Feeling love,non-suicide,Feeling love
2515,Feeling sick,non-suicide,Feeling sick
2516,Nakakamatay yung init sa pinas ngayun,non-suicide,The heat in the Philippines is deadly
2517,Beach date with bebe loves,non-suicide,Beach date with bebe loves
2518,Night walk with you,non-suicide,Night walk with you
2519,Solid Jollibee,non-suicide,Solid Jollibee
2520,Cravings balutHindi masarap pares nanakainan namin kanina,non-suicide,Cravings balut Not tasty couple we ate earlier
