,text,Translated Text,Cleaned Text,label
2000,grabe yung sakit,the pain is severe,pain severe,Possible Suicidal Post
2001,may iba talaga akong feeling ei !! tamang hinala na ba e2,I really have a different feeling!! Is it correct to suspect e2,really different feeling correct suspect,Possible Suicidal Post
2002,Welp di nanaman ako magaaral,Welp I'm not a student anymore,welp not student anymore,Non-Suicide
2003,"The new variant of SARS-Cov-2 has finally landed in Quezon City Philippines. Please take extra caution, do not panic but maintain obeying health protocols to avoid the spread.","The new variant of SARS-Cov-2 has finally landed in Quezon City Philippines. Please take extra caution, do not panic but maintain obeying health protocols to avoid the spread.",new variant sars cov finally land quezon city philippine please take extra caution not panic maintain obeying health protocol avoid spread,Non-Suicide
2004,We do not want the repeat of 2020. As we all are hoping for a better 2021. Pls God heal our Land. Amen,We do not want the repeat of 2020. As we all are hoping for a better 2021. Pls God heal our Land. Amen,not want repeat all hop good pls god heal land amen,Non-Suicide
2005,2021 bigyan mo ako ng isang kasiyahan,2021 give me a treat,give treat,Non-Suicide
2006,Nakaramdam lang ako ng lungkot nasusuka naman na ako,I just felt so sad that I was sick,felt sad sick,Non-Suicide
2007,gawa kasi sila ng gawa ng kwento,because they are made of story,because make story,Possible Suicidal Post
2008,grabe naman tong gabing e2,It was a bad night e2,bad night,Possible Suicidal Post
2009,grabe sobrang bigat ng nararamdaman ko,I feel very heavy,feel very heavy,Possible Suicidal Post
2010,mentally and emotionally exhausted,mentally and emotionally exhausted,mentally emotionally exhaust,Possible Suicidal Post
2011,Buti na lang talaga may Lolo at Lola ako sa mothers side ,"Fortunately, I have a grandfather and grandmother on my mother's side",fortunately grandfather grandmother mother side,Possible Suicidal Post
2012,For Sale : Family ( Fathers side) Issue : Toxic,For Sale : Family ( Fathers side) Issue : Toxic,sale family father side issue toxic,Possible Suicidal Post
2013,Atleast di ako naboring ngayon,At least I'm not bored today,least not bore today,Non-Suicide
2014,I want to but also dont want to,I want to but also dont want to,want also dont want,Non-Suicide
2015,Bored,Bored,bore,Non-Suicide
2016,Hapdi ng aking sugat,Pain from my wound,pain wound,Non-Suicide
2017,Parang gusto ko na ulit magmahal hahahaha,I feel like I want to love again hahahaha,feel like want love hahahaha,Non-Suicide
2018,ngay netong mga babaeng eto dahil sa abs,right now these girls are because of abs,right girl because ab,Possible Suicidal Post
2019,parang gusto ko na lang magleft sa group chat namin sa school,I feel like I just want to leave our group chat at school,feel like want leave group chat school,Possible Suicidal Post
2020,umagang umiiyak,morning crying,morning cry,Possible Suicidal Post
2021,Magtanim ng PUNO wag sama ng loob ,Plant a TREE don't be angry,plant tree not angry,Possible Suicidal Post
2022,"nasa harap lang ako ng bahay namin ,pinagalitan na ako","I was just in front of our house, I was scolded",front house scold,Possible Suicidal Post
2023,gawa gawa pa ng kwento,the story is made up,story make up,Possible Suicidal Post
2024,Bat ba lagi ako naaapektuhan kapag nanonood ng romance anime,Am I always affected when watching romance anime?,always affect watch romance anime,Non-Suicide
2025,"Nahabol ko na one piece, what is life? ???","I caught up with one piece, what is life? ???",catch up one piece what life,Non-Suicide
2026,Di ako makapagdecide sa gagawin ko amp,I can't decide what to do amp,not decide what amp,Non-Suicide
2027,Bored,Bored,bore,Non-Suicide
2028,Hapdi ng aking sugat,Pain from my wound,pain wound,Non-Suicide
2029,kainis naman ang tumal ng process nyo !!,It's annoying how slow your process is!!,annoy how slow process,Possible Suicidal Post
2030,Tara long ride sa malapit,Let's go for a long ride nearby,let go long ride nearby,Possible Suicidal Post
2031,Nakakatamad na mag aral,It's boring to study,bore study,Possible Suicidal Post
2032,Wala na magawa sa buhay,There is nothing to do in life,nothing life,Possible Suicidal Post
2033,Hirap mag review pag andami problema,It is difficult to review when there are many problems,difficult review many problem,Possible Suicidal Post
2034,NAIINIS,DISGUSTED,disgust,Non-Suicide
2035,solid ng mga prof namin,our profs are solid,prof solid,Non-Suicide
2036,ang gaan talaga sa pakiramdam pag malinis,it feels really light when it's clean,feel really light clean,Non-Suicide
2037,bat kaya ganon panaginip ko? HAHAHHAHAHAHAH,could that be my dream? HAHAHAHAHAHAH,dream hahahahahahah,Non-Suicide
2038,wtf linggo na,wtf it's been a week,wtf week,Non-Suicide
2039,sana matakpan pa to ng concealer bukas hahahahahaha,I hope it will be covered with concealer tomorrow hahahahaha,hope cover concealer tomorrow hahahahaha,Possible Suicidal Post
2040,naatching ko na rin ata pati lahat ng sama ng loob ko,I'm also catching up with all my bad feelings,also catch up all bad feeling,Possible Suicidal Post
2041,"hindi po ako umiyak, pagod po to huhuhu","I didn't cry, I was tired",not cry tire,Possible Suicidal Post
2042,"si kuya rider sa sobrang dalas na niyang magdeliver dito sa bahay wala ng tawag tawag or text man lang, ideliver niya na agad hahahahaha","brother rider, because he delivers so often here at home, there is no call or even a text, he will deliver right away hahahahaha",brother rider because deliver often home no call even text deliver right away hahahahaha,Non-Suicide
2043,work qt ,work qt,work qt,Non-Suicide
2044,oh to be someones palagi,oh to be someones palagi,oh someone palagi,Non-Suicide
2045,sa pasukan na ulit ,at the entrance again,entrance,Non-Suicide
2046,last check out na to promise hahahaahahahah,last check out na to promise hahahaahahahaha,last check out na promise hahahaahahahaha,Non-Suicide
2047,"anong living so good, e panganay ako","what a living so good, I'm the eldest",what living good eldest,Non-Suicide
2048,from head to foot,from head to foot,head foot,Non-Suicide
2049,andami mo kailangang icare,You have a lot to take care of,lot take care,Non-Suicide
2050,ang gastos talaga maging babae,it really costs to be a woman,really cost woman,Non-Suicide
2051,anuna j&t yong parcel ko inyo nalang na yon?,what's up j&t my parcel is yours?,what up parcel,Non-Suicide
2052,me n my magugulating self against the worlddd,me n my magugulating self against the worlddd,magugulating self against worlddd,Non-Suicide
2053,theres peace knowing i at least tried,theres peace knowing i at least tried,there peace know least tried,Non-Suicide
2054,pd bang wag nalang mag feb?????,please don't do feb?????,please not feb,Non-Suicide
2055,"i miss you, more than life","i miss you, more than life",miss more than life,Non-Suicide
2056,magtitipid na talaga ako may mga parcel na padating,I will really save money with parcels coming,really save money parcel come,Non-Suicide
2057,"wala pong mag aaya ng gala pls, nakareserve na po sa parcel pls","no one will ask for a gala pls, the parcel is already reserved pls",no one ask gala pls parcel already reserve pls,Non-Suicide
2058,hala si antecco nong natuto naman sa discount discount sa shopee hindi na tumigil,"Come on, when Antecco learned about the discount at Shopee, it didn't stop",come antecco learn discount shopee not stop,Non-Suicide
2059,pano ka makaka relate sa living so good eh sa pilipinas ka nakatira,how can you relate to living so well you live in the philippines,how relate live well live philippine,Non-Suicide
2060,investing in myself,investing in myself,invest,Non-Suicide
2061,"indeed a roller coaster year, thank you for the ride 2023. 2024 im readyy ","indeed a roller coaster year, thank you for the ride 2023. 2024 im readyy",indeed roller coaster year thank ride im readyy,Non-Suicide
2062,tamad parin magcharge ngayong 2024!!!!,still lazy to charge this 2024!!!!,still lazy charge,Non-Suicide
2063,"parang ewan mga tao ngayon no, kakachat palang mahal kana agad????","People don't seem to know right now, they just chatted and loved it right away????",people not seem know right chat love right away,Non-Suicide
2064,"but how can someone make love, without being inlove?","but how can someone make love, without being inlove?",how someone make love without inlove,Non-Suicide
2065,si ante ay nasa mood kumain ng chocolates,Ante is in the mood to eat chocolates,ante mood eat chocolate,Non-Suicide
2066,self love 2024!!!,self love 2024!!!,self love,Non-Suicide
2067,hay makakapag pahinga na face ko sa make up,"hey, my face can rest from make up",hey face rest make up,Non-Suicide
2068,sana kung anong kinarami ng cravings ko sing dami rin ng pera ko,I wish my cravings increased as much as my money,wish craving increase much money,Non-Suicide
2069,nakakainis andami kong kinacrave,It's annoying and I crave it,annoy crave,Non-Suicide
2070,si ate ay naglalaro na naman ng baliw baliwaaan,sister is playing crazy again,sister play crazy,Non-Suicide
2071,edi kayo na pagod hahahaha,you are so tired hahahaha,tired hahahaha,Non-Suicide
2072,Andres Bonifacio pasensya pero para kay kath muna yung tagay nato,Andres Bonifacio I'm sorry but our cheers are for you first,andres bonifacio sorry cheer first,Non-Suicide
2073,si bro ay ang kapal ng mukha maboring e andaming pending school works,"Bro, the face is thick, boring, and there are pending school works",bro face thick boring pending school work,Non-Suicide
2074,ginising ako ni Lord hahahaha alam niyang may report ako huhu,Lord woke me up hahahaha he knows I have a report huhu,lord wake up hahahaha know report huhu,Non-Suicide
2075,season of giving sumainyo mga problema ko,"season of giving, my problems are with you",season give problem,Non-Suicide
2076,may pasok na naman pala tom huhu,Tom has school again,tom school,Non-Suicide
2077,si bro ay tamad na tamad magcharge ng phone niya,bro is too lazy to charge his phone,bro lazy charge phone,Non-Suicide
2078,wag niyo muna akong mabiro biro at walang nakakatuwa ngayon at baka masapok ko kayo ,"Don't make fun of me, jokes and nothing funny right now and I might throw up on you",not make fun joke nothing funny right might throw up,Non-Suicide
2079,WHUT???! ANDAMI NA NAMANG PINAPAGAWA,WHAT???! MANY ARE ALREADY WORKING,what many already work,Non-Suicide
2080,solid first ep nong ssa HAHAHAHAHAHAHA,solid first ep of ssa HAHAHAHAHAHAHAHA,solid first ep ssa hahahahahahahaha,Non-Suicide
2081,magrereview pala dapat kala ko matutulog hehe,I should review when I go to sleep hehe,review go sleep hehe,Non-Suicide
2082,pag sunday night ko talaga naaalalang nag aaral pala ko hehehe,on Sunday night I really remember that I was studying hehehe,sunday night really remember study hehehe,Non-Suicide
2083,quiz na naman tom,"quiz again, Tom",quiz tom,Non-Suicide
2084,hala im backk new phone qtie,hala im backk new phone qtie,hala im backk new phone qtie,Non-Suicide
2085,kaka deact ko kahit di na nakadeact hindi na ko machat talaga HAHAHAHAHHAHAHA,I just deacted even though I'm not deacted anymore I can't really chat anymore HAHAHAHAHHAHAHA,deacted even though not deacted anymore not really chat anymore hahahahahhahaha,Non-Suicide
2086,sabay sabay ampp hahahahaha,together together hahahahaha,together together hahahahaha,Non-Suicide
2087,"happy birthday, my future rn!!!","happy birthday, my future rn!!!",happy birthday future rn,Non-Suicide
2088,bday na ng bebe tom <333,it's baby tom's bday <333,baby tom bday,Non-Suicide
2089,"di ko deserve yon, di kita deserve hahahaha","I don't deserve that, I don't deserve you hahahaha",not deserve not deserve hahahaha,Non-Suicide
2090,the way u call me love hayyy,the way u call me love hayyy,way call love hayyy,Non-Suicide
2091,ganda rainbow,ganda rainbow,ganda rainbow,Non-Suicide
2092,bumalik na naman po yong sakit ng phone ko ,my phone's pain is back again,phone pain back,Non-Suicide
