,Unnamed: 0,text,label,Translated Text,Cleaned Text
2089,2089,hala im backk new phone qtie,non-suicide,hala im backk new phone qtie,hala im backk new phone qtie
2090,2090,kaka deact ko kahit di na nakadeact hindi na ko machat talaga HAHAHAHAHHAHAHA,non-suicide,I just deacted even though I'm not deacted anymore I can't really chat anymore HAHAHAHAHHAHAHA,deacted even though not deacted anymore not really chat anymore hahahahahhahaha
2091,2091,sabay sabay ampp hahahahaha,non-suicide,together together hahahahaha,together together hahahahaha
2092,2092,"happy birthday, my future rn!!!",non-suicide,"happy birthday, my future rn!!!",happy birthday future rn
2093,2093,bday na ng bebe tom <333,non-suicide,it's baby tom's bday <333,baby tom bday
2094,2094,"di ko deserve yon, di kita deserve hahahaha",non-suicide,"I don't deserve that, I don't deserve you hahahaha",not deserve not deserve hahahaha
2095,2095,the way u call me love hayyy,non-suicide,the way u call me love hayyy,way call love hayyy
2096,2096,ganda rainbow,non-suicide,ganda rainbow,ganda rainbow
2097,2097,bumalik na naman po yong sakit ng phone ko ,non-suicide,my phone's pain is back again,phone pain back
2098,2098,will always have a special place in my heart ,non-suicide,will always have a special place in my heart,always special place heart
2099,2099,"miss my angels, nanay, lolo and ate kia",non-suicide,"miss my angels, mother, grandfather and sister kia",miss angel mother grandfather sister kia
2100,2100,general cleaning ft. 1D songs couldnt ask for more,non-suicide,general cleaning ft. 1D songs couldnt ask for more,general cleaning ft song couldnt ask more
2101,2101,"1D SONGS ON REPEAT COZ Y NOT, MISS KO NA SILA ",non-suicide,"1D SONGS ON REPEAT COZ Y NOT, I MISS THEM ALREADY",song repeat coz not miss already
2102,2102,may nangyayari na huiii,non-suicide,something is happening huiii,something happen huiii
2103,2103,I MISS MY 1D!!!!! ,non-suicide,I MISS MY 1D!!!!!,miss
2104,2104,huy si ante hahabol sa undas,non-suicide,hey ante will chase the undas,hey ante chase undas
2105,2105,"its the small interaction for me, ang cute hahahahah",non-suicide,"its the small interaction for me, ang cute hahahahah",small interaction ang cute hahahahah
2106,2106,ang sakit ng buong pagkatao ko hanep,non-suicide,the pain of my whole being hanep,pain whole hanep
2107,2107,quiet era agn,non-suicide,quiet era agn,quiet era agn
2108,2108,uve begun to feel like home,non-suicide,uve begun to feel like home,uve begin feel like home
2109,2109,ik saglit lang yon pero sobrsng naging special ka sakin hehe,non-suicide,It was only for a while but you were so special to me hehe,only special hehe
2110,2110,"grabe maboring mga tao ngayon, bigla nalang nage-SK",non-suicide,"People are so boring now, they suddenly become SK",people boring suddenly become sk
2111,2111,"when Im losing my control, the city spinds around, ure the only one who knows to slow it down",non-suicide,"when Im losing my control, the city spinds around, ure the only one who knows to slow it down",im lose control city spinds around ure only one who know slow down
2112,2112,ay si ante feeling concern,non-suicide,is ante feeling concern,ante feel concern
2113,2113,"mga mam/sir, mag eexam pa po ba kamii?",non-suicide,"ladies/sirs, are we going to take the exam?",lady sir go take exam
2114,2114,happy heart <333,non-suicide,happy heart <333,happy heart
2115,2115,cleaning some random relatable quotes,non-suicide,cleaning some random relatable quotes,clean random relatable quote
2116,2116,ay may twt pa pala ko hehehhe,non-suicide,I still have twt hehehehe,still twt hehehehe
2117,2117,sama ng pakiramdam ko :((,non-suicide,I'm not feeling well :((,not feel well
2118,2118,antok na antok ako sa klase amo hahahaha,non-suicide,I'm so sleepy in class hahahaha,sleepy class hahahaha
2119,2119,ate duties!!!,non-suicide,ate duties!!!,ate duty
2120,2120,our keon is on his way ,non-suicide,our keon is on his way,keon way
2121,2121,Shit nabangga tropa ko!,non-suicide,Shit crashed my troop!,shit crash troop
2122,2122,Umaasa pa yong tropa,non-suicide,The troops still hope,troop still hope
2123,2123,Panalo dallas,non-suicide,Panalo dallas,panalo dallas
2124,2124,Cash out dallas,non-suicide,Cash out dallas,cash out dallas
2125,2125,Sayang tyson furry,non-suicide,Dear tyson furry,dear tyson furry
2126,2126,Sorry arjeyy:(,non-suicide,Sorry arjeyy:(,sorry arjeyy
2127,2127,Ang mahal ng malboro !,non-suicide,The love of Malboro!,love malboro
2128,2128,Tumukod motor ng tropa ko,non-suicide,My troops stood up,troop stand up
2129,2129,Sarap ng buhay ko,non-suicide,My life is good,life good
2130,2130,Sakit ng ulo ko,non-suicide,My head hurts,head hurt
2131,2131,Puyat nanaman sa school,non-suicide,Stayed up late at school,stay up late school
2132,2132,Ayaw bumunga ng mangga namin,non-suicide,Our mangoes do not bear fruit,mango not bear fruit
2133,2133,Ayaw kona muna mag mag inom,non-suicide,He doesn't want to drink first,not want drink first
2134,2134,Nakaka asar ka siah,non-suicide,You are so pissed off,piss
2135,2135,Di yata pares,non-suicide,The yata pairs,yata pair
2136,2136,Pasok nanaman bukas !,non-suicide,Come back tomorrow!,come back tomorrow
2137,2137,Kap kalbo ka pala sa personal!,non-suicide,You're bald in person!,bald person
2138,2138,Gagastos nanaman sa brief,non-suicide,It will be spent on the brief,spend brief
2139,2139,Traffic naman !,non-suicide,Traffic!,traffic
2140,2140,Nawalan pa ng gas.,non-suicide,Still out of gas.,still out gas
2141,2141,Ayaw umalan,non-suicide,Don't let it rain,not let rain
2142,2142,Ang tabang ng ice candy,non-suicide,The help of ice candy,help ice candy
2143,2143,Jogging bukas?,non-suicide,Jogging tomorrow?,jogging tomorrow
2144,2144,Sira namaman araw ko,non-suicide,My day is bad,day bad
2145,2145,Gabi na amoy araw ka pa,non-suicide,You still smell like day at night,still smell like day night
2146,2146,Ang init naman,non-suicide,It's so hot,hot
2147,2147,Bali na yung upuan,non-suicide,The chair is broken,chair break
2148,2148,Sarap ng buko!,non-suicide,Good knuckle!,good knuckle
2149,2149,Sarap mag inom,non-suicide,It's good to drink,good drink
2150,2150,Dayo tayo bukas !?,non-suicide,Let's go tomorrow!?,let go tomorrow
2151,2151,Bakit sya pinili mo!,non-suicide,Why did you choose him!,why choose
2152,2152,Lasing nanaman !,non-suicide,Drunk again!,drunk
2153,2153,takbo ng takbo parang magnanakaw,non-suicide,run like a thief,run like thief
2154,2154,feels good lately.,non-suicide,feels good lately.,feel good lately
2155,2155,nakakabwisit kayo,non-suicide,you're crazy,crazy
2156,2156,"Happy fathers day pa, hindi ko man masabi ng personal pero mahal kita palagi.",non-suicide,"Happy father's day, I can't even say it personally but I love you always.",happy father day not even say personally love always
2157,2157,Ubos na ang tinta para sa susunod na pahina,non-suicide,The next page is out of ink,next page out ink
2158,2158,"Mahal tumila na ang ulan, oras na para bumalik sa tunay mong tahananan.",non-suicide,"Dear the rain has stopped, it's time to go back to your real home.",dear rain stop time go back real home
2159,2159,"Dati gustong gusto ko matulog, ngayon natatakot na ko",non-suicide,"I used to want to sleep, now I'm afraid",use want sleep afraid
2160,2160,Banat lang ng banat,non-suicide,Just stretch the stretch,stretch stretch
2161,2161,Pano kaya ako nakauwi?,non-suicide,How did I get home?,how get home
2162,2162,Baka naman zameco 12% nalang ako oh.,non-suicide,Maybe I'm only 12% zameco oh.,maybe only zameco oh
2163,2163,"Hindi ako maka Robin ha, pero pare parehas lang naman tayong bumoto",non-suicide,"I can't be with Robin, but we still vote equally",not robin still vote equally
2164,2164,Taong Bayan ang bumoto dyan bat nyo ikkwistyon? desisyon ba kayo?,non-suicide,Do you question the people who voted there? do you decide,question people who vote decide
2165,2165,Sanaol padagat dagat lang.,non-suicide,Let's just go to sea.,let go sea
2166,2166,Buti nalang nandyan ang tropa,non-suicide,Good thing the troops are there,good thing troop
2167,2167,"Di ka talaga magsasawang tignan sya, i was like girlfriend ko ba talaga to?",non-suicide,"You really won't get tired of looking at her, I was like, is she really my girlfriend?",really not get tire look like really girlfriend
2168,2168,Sobrang ganda nya ampotek,non-suicide,It's a very beautiful pharmacy,very beautiful pharmacy
2169,2169,Tatlo nalang kami di pa din panalo?,non-suicide,There are only three of us and we still don't win?,only three u still not win
2170,2170,Hirap mag update Quit cod?,non-suicide,Difficult to update Quit cod?,difficult update quit cod
2171,2171,Lt dun sa nag vivideo sakin habang kumakain kanina sa San Felipe. wala siguro dalang oversize para kay baby boy kaya di lumapit,non-suicide,That's the guy who videoed me while eating earlier in San Felipe. Maybe he didn't bring an oversize for baby boy so he didn't come,guy who videoed eat earlier san felipe maybe not bring oversize baby boy not come
2172,2172,Walang bago ikaw pa rin<3,non-suicide,You're still nothing new<3,still nothing new
2173,2173,Sorry sa gastos!! babawi ako,non-suicide,Sorry for the expense!! i will get back,sorry expense get back
2174,2174,"Katamad, paskong pasko eh",non-suicide,"Laziness, it's Christmas time",laziness christmas time
2175,2175,Nasusura talaga ako sa Aguinaldo na yan HAHAHAHAHA,non-suicide,I really hate that Aguinaldo HAHAHAHAHA,really hate aguinaldo hahahahaha
2176,2176,Dapat yung oras ng pag online ko ginawa ko nalang pahinga..,non-suicide,"It should be the time when I go online, I just took a break..",time go online take break
2177,2177,Kinasal lang sa booth noon 2yrs na ngayon cheret,non-suicide,Just got married in the booth then 2yrs now cheret,get marry booth yrs cheret
2178,2178,"ako na mag-aadjust sa videoke niyo guys hehehehe maya na ako mag-review, madaling araw",non-suicide,"I will adjust your video guys hehehehe I will review later, early in the morning",adjust video guy hehehehe review later early morning
2179,2179,gusto ko magkaroon ng chihuahua pls ,non-suicide,I want to have a chihuahua pls,want chihuahua pls
2180,2180,"and if im dead to u, why are u at the wake ?!",non-suicide,"and if im dead to u, why are u at the wake ?!",im dead why wake
2181,2181,gm nagtatampo pa rin ako,non-suicide,gm I'm still sulking,gm still sulk
2182,2182,kapasura,non-suicide,scrap,scrap
2183,2183,pag ikaw sinapak ko talaga,non-suicide,when I really kicked you,really kick
2184,2184,iba ata nasabihan mo taylor,non-suicide,"You said something else, Taylor",say something else taylor
2185,2185,ayaw mangyari pero hindi naman gumagawa ng paraan,non-suicide,don't want it to happen but don't do anything about it,not want happen not anything
2186,2186,dapat pala inuwi ko na si tj,non-suicide,I should have brought tj home,bring tj home
2187,2187,ouch tj ha,non-suicide,ouch tj ha,ouch tj ha
2188,2188,"stargaze, find calm",non-suicide,"stargaze, find calm",stargaze find calm
2189,2189,"grabeng makeup remover to, luha hahahaha",non-suicide,"It's a great makeup remover, tears hahahaha",great makeup remover tear hahahaha
2190,2190,"yo, straight up crying cos i cant use my right arm as a pillow :((",non-suicide,"yo, straight up crying cos i cant use my right arm as a pillow :((",yo straight up cry co cant use right arm pillow
2191,2191,wait nahihilo na ako sa pagod,non-suicide,wait I'm dizzy from exhaustion,wait dizzy exhaustion
2192,2192,jusko patay na ako hindi pa rin sumasagot nanay ko,non-suicide,"I'm almost dead, my mother still doesn't answer",almost dead mother still not answer
